From File,To File,References,From Entities,To Entities
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\SmartHighlighter.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.h,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\SmartHighlighter.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,5,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,5,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,8,6,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,3,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,28,2,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,170,29,39
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,7,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,5,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\colors.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.cpp,5,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,12,6,8
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,304,40,45
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineLangReference.h,23,8,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineResource.h,269,19,114
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\ColourPicker.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\ColourPicker.h,7,1,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FunctionList\functionParser.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.cpp,8,1,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,9,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,5,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\ControlsTab.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\ControlsTab.h,9,3,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\TabBar.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,231,20,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,8,6,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,3,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.cpp,10,9,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineResource.h,25,4,25
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\ColourPicker.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\ColourPicker.h,7,5,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,5,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,8,8,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\ControlsTab.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\ControlsTab.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,14,12,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,42,7,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.h,177,23,13
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FunctionList\functionParser.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\xmlMatchedTagsHighlighter.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinystr.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinystr.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,32,15,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,475,150,65
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,13,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.cpp,52,34,18
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,10,10,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinystrA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinystrA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinystrA.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,479,151,65
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlparserA.cpp,15,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,52,34,18
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlparserA.cpp,10,10,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlerrorA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlerrorA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlparserA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlparserA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.cpp,15,10,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlparserA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlA.h,147,46,45
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlparserA.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyXmlA\tinyxmlerrorA.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlerror.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlerror.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,4,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.cpp,15,10,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxml.h,146,46,45
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlparser.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\TinyXml\tinyxmlerror.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\UniConversion.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\UniConversion.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\UniConversion.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Utf8_16.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Utf8_16.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Utf8_16.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Utf8_16.h,198,22,31
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Utf8_16.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,4,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,6,2,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,3,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,14,1,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.cpp,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.h,38,6,11
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,6,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\URLCtrl.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,3,3,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,7,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,14,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.cpp,3,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,6,2,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DockingWnd\DockingDlgInterface.h,6,5,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.h,7,6,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,16,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ListView.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,6,5,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,5,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.h,55,8,12
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel_rc.h,5,2,1
